Concept code,Concept description,Vocabulary,Cancer
36542469,Adenocarcinoma with mixed subtypes of fundus of stomach,ICDO3,Stomach
36544613,"Scirrhous adenocarcinoma of stomach, NOS",ICDO3,Stomach
36545619,"Scirrhous adenocarcinoma of cardia, NOS",ICDO3,Stomach
36546732,"Medullary carcinoma with lymphoid stroma of cardia, NOS",ICDO3,Stomach
36551477,"Clear cell adenocarcinoma, NOS, of stomach, NOS",ICDO3,Stomach
36551954,"Papillary carcinoma, NOS, of stomach, NOS",ICDO3,Stomach
36556271,"Papillary adenocarcinoma, NOS, of stomach, NOS",ICDO3,Stomach
36556374,"Medullary carcinoma, NOS, of stomach, NOS",ICDO3,Stomach
36562153,Tubular adenocarcinoma of fundus of stomach,ICDO3,Stomach
36563683,Mucinous adenocarcinoma of pylorus,ICDO3,Stomach
36564441,"Carcinoma, undifferentiated, NOS, of cardia, NOS",ICDO3,Stomach
36567121,Scirrhous adenocarcinoma of body of stomach,ICDO3,Stomach
36567770,Mucin-producing adenocarcinoma of body of stomach,ICDO3,Stomach
36568268,"Tumor cells, malignant of cardia, NOS",ICDO3,Stomach
44499558,Signet ring cell carcinoma of pylorus,ICDO3,Stomach
44499695,Signet ring cell carcinoma of body of stomach,ICDO3,Stomach
44499748,"Mucinous adenocarcinoma of cardia, NOS",ICDO3,Stomach
44499803,"Carcinoma, diffuse type of cardia, NOS",ICDO3,Stomach
44499884,"Adenocarcinoma, intestinal type of cardia, NOS",ICDO3,Stomach
44499920,"Mucinous adenocarcinoma of stomach, NOS",ICDO3,Stomach
44499964,Linitis plastica of fundus of stomach,ICDO3,Stomach
44500137,"Papillary adenocarcinoma, NOS, of fundus of stomach",ICDO3,Stomach
44500244,"Carcinoma, diffuse type of fundus of stomach",ICDO3,Stomach
44500652,Mucin-producing adenocarcinoma of fundus of stomach,ICDO3,Stomach
44500732,"Adenocarcinoma in tubulovillous adenoma of cardia, NOS",ICDO3,Stomach
44501214,"Signet ring cell carcinoma of cardia, NOS",ICDO3,Stomach
44501265,"Adenocarcinoma with mixed subtypes of cardia, NOS",ICDO3,Stomach
44501443,"Mucin-producing adenocarcinoma of cardia, NOS",ICDO3,Stomach
44501623,"Adenocarcinoma in adenomatous polyp of cardia, NOS",ICDO3,Stomach
44501950,Mucinous adenocarcinoma of body of stomach,ICDO3,Stomach
44502227,"Tubular adenocarcinoma of cardia, NOS",ICDO3,Stomach
44502287,Mucinous adenocarcinoma of fundus of stomach,ICDO3,Stomach
44502342,"Signet ring cell carcinoma of stomach, NOS",ICDO3,Stomach
44502386,"Adenocarcinoma, NOS, of fundus of stomach",ICDO3,Stomach
44502446,"Mucin-producing adenocarcinoma of stomach, NOS",ICDO3,Stomach
44502624,"Papillary adenocarcinoma, NOS, of gastric antrum",ICDO3,Stomach
44502816,"Adenocarcinoma, NOS, of gastric antrum",ICDO3,Stomach
44502817,"Adenocarcinoma, NOS, of pylorus",ICDO3,Stomach
44502827,Signet ring cell carcinoma of fundus of stomach,ICDO3,Stomach
44502942,"Papillary adenocarcinoma, NOS, of cardia, NOS",ICDO3,Stomach
44503081,"Adenocarcinoma, intestinal type of fundus of stomach",ICDO3,Stomach
36518123,"Large cell carcinoma, NOS, of gastric antrum",ICDO3,Stomach
36522122,"Metaplastic carcinoma, NOS, of stomach, NOS",ICDO3,Stomach
36525966,Villous adenocarcinoma of pylorus,ICDO3,Stomach
36526095,"Solid carcinoma, NOS, of fundus of stomach",ICDO3,Stomach
36531414,"Clear cell adenocarcinoma, NOS, of body of stomach",ICDO3,Stomach
36535769,"Hepatoid adenocarcinoma of cardia, NOS",ICDO3,Stomach
36537555,Pleomorphic carcinoma of body of stomach,ICDO3,Stomach
36542859,Superficial spreading adenocarcinoma of body of stomach,ICDO3,Stomach
36544504,"Large cell carcinoma, NOS, of body of stomach",ICDO3,Stomach
36544690,"Large cell carcinoma, NOS, of pylorus",ICDO3,Stomach
36550941,Scirrhous adenocarcinoma of pylorus,ICDO3,Stomach
36551248,"Squamous cell carcinoma, NOS, of pylorus",ICDO3,Stomach
36555576,"Spindle cell carcinoma, NOS, of stomach, NOS",ICDO3,Stomach
36557614,"Solid carcinoma, NOS, of stomach, NOS",ICDO3,Stomach
36559015,Scirrhous adenocarcinoma of fundus of stomach,ICDO3,Stomach
36559700,Pleomorphic carcinoma of fundus of stomach,ICDO3,Stomach
36564201,Hepatoid adenocarcinoma of fundus of stomach,ICDO3,Stomach
36566763,"Large cell carcinoma, NOS, of fundus of stomach",ICDO3,Stomach
44499643,"Mixed cell adenocarcinoma of cardia, NOS",ICDO3,Stomach
44501268,"Villous adenocarcinoma of cardia, NOS",ICDO3,Stomach
36520061,"Giant cell and spindle cell carcinoma of stomach, NOS",ICDO3,Stomach
36522686,Giant cell and spindle cell carcinoma of body of stomach,ICDO3,Stomach
36525441,"Superficial spreading adenocarcinoma of stomach, NOS",ICDO3,Stomach
44499498,"Linitis plastica of stomach, NOS",ICDO3,Stomach
42512848,Acinar cell carcinoma of body of stomach,ICDO3,Stomach
42511625,Acinar cell carcinoma of fundus of stomach,ICDO3,Stomach
44501008,Adenocarcinoma in adenomatous polyp of body of stomach,ICDO3,Stomach
44502275,Adenocarcinoma in adenomatous polyp of fundus of stomach,ICDO3,Stomach
36542693,Adenocarcinoma in adenomatous polyp of gastric antrum,ICDO3,Stomach
36553157,"Adenocarcinoma in adenomatous polyp of greater curvature of stomach, NOS",ICDO3,Stomach
36530034,"Adenocarcinoma in adenomatous polyp of lesser curvature of stomach, NOS",ICDO3,Stomach
36558870,Adenocarcinoma in adenomatous polyp of overlapping lesion of stomach,ICDO3,Stomach
44501263,Adenocarcinoma in adenomatous polyp of pylorus,ICDO3,Stomach
36523149,"Adenocarcinoma in adenomatous polyp of stomach, NOS",ICDO3,Stomach
36556719,Adenocarcinoma in adenomatous polyposis coli of body of stomach,ICDO3,Stomach
36524826,"Adenocarcinoma in adenomatous polyposis coli of cardia, NOS",ICDO3,Stomach
36565121,Adenocarcinoma in adenomatous polyposis coli of fundus of stomach,ICDO3,Stomach
36555635,Adenocarcinoma in adenomatous polyposis coli of gastric antrum,ICDO3,Stomach
36565904,"Adenocarcinoma in adenomatous polyposis coli of greater curvature of stomach, NOS",ICDO3,Stomach
36557597,"Adenocarcinoma in adenomatous polyposis coli of lesser curvature of stomach, NOS",ICDO3,Stomach
36534673,Adenocarcinoma in adenomatous polyposis coli of overlapping lesion of stomach,ICDO3,Stomach
36535022,Adenocarcinoma in adenomatous polyposis coli of pylorus,ICDO3,Stomach
36534708,"Adenocarcinoma in adenomatous polyposis coli of stomach, NOS",ICDO3,Stomach
44498954,Adenocarcinoma in multiple adenomatous polyps of body of stomach,ICDO3,Stomach
36541852,"Adenocarcinoma in multiple adenomatous polyps of cardia, NOS",ICDO3,Stomach
36551914,Adenocarcinoma in multiple adenomatous polyps of fundus of stomach,ICDO3,Stomach
36546508,Adenocarcinoma in multiple adenomatous polyps of gastric antrum,ICDO3,Stomach
36557703,"Adenocarcinoma in multiple adenomatous polyps of greater curvature of stomach, NOS",ICDO3,Stomach
36547713,"Adenocarcinoma in multiple adenomatous polyps of lesser curvature of stomach, NOS",ICDO3,Stomach
36564592,Adenocarcinoma in multiple adenomatous polyps of overlapping lesion of stomach,ICDO3,Stomach
36565490,Adenocarcinoma in multiple adenomatous polyps of pylorus,ICDO3,Stomach
36537802,"Adenocarcinoma in multiple adenomatous polyps of stomach, NOS",ICDO3,Stomach
44499690,Adenocarcinoma in tubulovillous adenoma of body of stomach,ICDO3,Stomach
36540504,Adenocarcinoma in tubulovillous adenoma of fundus of stomach,ICDO3,Stomach
36565863,Adenocarcinoma in tubulovillous adenoma of gastric antrum,ICDO3,Stomach
36547299,"Adenocarcinoma in tubulovillous adenoma of greater curvature of stomach, NOS",ICDO3,Stomach
36557754,"Adenocarcinoma in tubulovillous adenoma of lesser curvature of stomach, NOS",ICDO3,Stomach
36544896,Adenocarcinoma in tubulovillous adenoma of overlapping lesion of stomach,ICDO3,Stomach
36528656,Adenocarcinoma in tubulovillous adenoma of pylorus,ICDO3,Stomach
36553278,"Adenocarcinoma in tubulovillous adenoma of stomach, NOS",ICDO3,Stomach
36546455,Adenocarcinoma in villous adenoma of body of stomach,ICDO3,Stomach
36532316,"Adenocarcinoma in villous adenoma of cardia, NOS",ICDO3,Stomach
36552629,Adenocarcinoma in villous adenoma of fundus of stomach,ICDO3,Stomach
44502775,Adenocarcinoma in villous adenoma of gastric antrum,ICDO3,Stomach
36517833,"Adenocarcinoma in villous adenoma of greater curvature of stomach, NOS",ICDO3,Stomach
36551069,"Adenocarcinoma in villous adenoma of lesser curvature of stomach, NOS",ICDO3,Stomach
36535404,Adenocarcinoma in villous adenoma of overlapping lesion of stomach,ICDO3,Stomach
36538671,Adenocarcinoma in villous adenoma of pylorus,ICDO3,Stomach
36566044,"Adenocarcinoma in villous adenoma of stomach, NOS",ICDO3,Stomach
36525765,Adenocarcinoma with apocrine metaplasia of body of stomach,ICDO3,Stomach
36546339,"Adenocarcinoma with apocrine metaplasia of cardia, NOS",ICDO3,Stomach
36564413,Adenocarcinoma with apocrine metaplasia of fundus of stomach,ICDO3,Stomach
36557904,Adenocarcinoma with apocrine metaplasia of gastric antrum,ICDO3,Stomach
36557087,"Adenocarcinoma with apocrine metaplasia of greater curvature of stomach, NOS",ICDO3,Stomach
36533795,"Adenocarcinoma with apocrine metaplasia of lesser curvature of stomach, NOS",ICDO3,Stomach
36565112,Adenocarcinoma with apocrine metaplasia of overlapping lesion of stomach,ICDO3,Stomach
36557058,Adenocarcinoma with apocrine metaplasia of pylorus,ICDO3,Stomach
36519649,"Adenocarcinoma with apocrine metaplasia of stomach, NOS",ICDO3,Stomach
36556646,Adenocarcinoma with cartilaginous and osseous metaplasia of body of stomach,ICDO3,Stomach
36559469,"Adenocarcinoma with cartilaginous and osseous metaplasia of cardia, NOS",ICDO3,Stomach
36532610,Adenocarcinoma with cartilaginous and osseous metaplasia of fundus of stomach,ICDO3,Stomach
36530941,Adenocarcinoma with cartilaginous and osseous metaplasia of gastric antrum,ICDO3,Stomach
36563770,"Adenocarcinoma with cartilaginous and osseous metaplasia of greater curvature of stomach, NOS",ICDO3,Stomach
36556464,"Adenocarcinoma with cartilaginous and osseous metaplasia of lesser curvature of stomach, NOS",ICDO3,Stomach
36530598,Adenocarcinoma with cartilaginous and osseous metaplasia of overlapping lesion of stomach,ICDO3,Stomach
36554782,Adenocarcinoma with cartilaginous and osseous metaplasia of pylorus,ICDO3,Stomach
36547786,"Adenocarcinoma with cartilaginous and osseous metaplasia of stomach, NOS",ICDO3,Stomach
44501494,Adenocarcinoma with mixed subtypes of body of stomach,ICDO3,Stomach
44501409,Adenocarcinoma with mixed subtypes of gastric antrum,ICDO3,Stomach
44502280,"Adenocarcinoma with mixed subtypes of greater curvature of stomach, NOS",ICDO3,Stomach
36519769,"Adenocarcinoma with mixed subtypes of lesser curvature of stomach, NOS",ICDO3,Stomach
36539672,Adenocarcinoma with mixed subtypes of overlapping lesion of stomach,ICDO3,Stomach
36556213,Adenocarcinoma with mixed subtypes of pylorus,ICDO3,Stomach
36542638,"Adenocarcinoma with mixed subtypes of stomach, NOS",ICDO3,Stomach
36543003,Adenocarcinoma with spindle cell metaplasia of body of stomach,ICDO3,Stomach
36566745,"Adenocarcinoma with spindle cell metaplasia of cardia, NOS",ICDO3,Stomach
36541864,Adenocarcinoma with spindle cell metaplasia of fundus of stomach,ICDO3,Stomach
36567125,Adenocarcinoma with spindle cell metaplasia of gastric antrum,ICDO3,Stomach
36527341,"Adenocarcinoma with spindle cell metaplasia of greater curvature of stomach, NOS",ICDO3,Stomach
36560531,"Adenocarcinoma with spindle cell metaplasia of lesser curvature of stomach, NOS",ICDO3,Stomach
36530194,Adenocarcinoma with spindle cell metaplasia of overlapping lesion of stomach,ICDO3,Stomach
36557427,Adenocarcinoma with spindle cell metaplasia of pylorus,ICDO3,Stomach
36526295,"Adenocarcinoma with spindle cell metaplasia of stomach, NOS",ICDO3,Stomach
36547893,Adenocarcinoma with squamous metaplasia of body of stomach,ICDO3,Stomach
36565493,"Adenocarcinoma with squamous metaplasia of cardia, NOS",ICDO3,Stomach
36541501,Adenocarcinoma with squamous metaplasia of fundus of stomach,ICDO3,Stomach
36527973,Adenocarcinoma with squamous metaplasia of gastric antrum,ICDO3,Stomach
36567002,"Adenocarcinoma with squamous metaplasia of greater curvature of stomach, NOS",ICDO3,Stomach
36542845,"Adenocarcinoma with squamous metaplasia of lesser curvature of stomach, NOS",ICDO3,Stomach
36527966,Adenocarcinoma with squamous metaplasia of overlapping lesion of stomach,ICDO3,Stomach
36519882,Adenocarcinoma with squamous metaplasia of pylorus,ICDO3,Stomach
36542496,"Adenocarcinoma with squamous metaplasia of stomach, NOS",ICDO3,Stomach
44501132,"Adenocarcinoma, intestinal type of body of stomach",ICDO3,Stomach
44503014,"Adenocarcinoma, intestinal type of gastric antrum",ICDO3,Stomach
44500861,"Adenocarcinoma, intestinal type of greater curvature of stomach, NOS",ICDO3,Stomach
44500720,"Adenocarcinoma, intestinal type of lesser curvature of stomach, NOS",ICDO3,Stomach
36527355,"Adenocarcinoma, intestinal type of overlapping lesion of stomach",ICDO3,Stomach
44500012,"Adenocarcinoma, intestinal type of pylorus",ICDO3,Stomach
44502615,"Adenocarcinoma, intestinal type of stomach, NOS",ICDO3,Stomach
44501622,"Adenocarcinoma, NOS, of body of stomach",ICDO3,Stomach
44500994,"Adenocarcinoma, NOS, of cardia, NOS",ICDO3,Stomach
44500495,"Adenocarcinoma, NOS, of greater curvature of stomach, NOS",ICDO3,Stomach
44502931,"Adenocarcinoma, NOS, of lesser curvature of stomach, NOS",ICDO3,Stomach
36520661,"Adenocarcinoma, NOS, of overlapping lesion of stomach",ICDO3,Stomach
44498949,"Adenocarcinoma, NOS, of stomach, NOS",ICDO3,Stomach
36532575,Adenosquamous carcinoma of fundus of stomach,ICDO3,Stomach
36562950,Adenosquamous carcinoma of gastric antrum,ICDO3,Stomach
36536278,"Adenosquamous carcinoma of greater curvature of stomach, NOS",ICDO3,Stomach
44502716,"Adenosquamous carcinoma of lesser curvature of stomach, NOS",ICDO3,Stomach
36519135,Adenosquamous carcinoma of overlapping lesion of stomach,ICDO3,Stomach
44500504,"Adnexal adenocarcinoma, NOS, of lesser curvature of stomach, NOS",ICDO3,Stomach
36519552,Carcinoma simplex of body of stomach,ICDO3,Stomach
36522921,"Carcinoma simplex of cardia, NOS",ICDO3,Stomach
36559010,Carcinoma simplex of fundus of stomach,ICDO3,Stomach
36565033,Carcinoma simplex of gastric antrum,ICDO3,Stomach
36528904,"Carcinoma simplex of greater curvature of stomach, NOS",ICDO3,Stomach
36532058,"Carcinoma simplex of lesser curvature of stomach, NOS",ICDO3,Stomach
36567234,Carcinoma simplex of overlapping lesion of stomach,ICDO3,Stomach
36555756,Carcinoma simplex of pylorus,ICDO3,Stomach
36528204,"Carcinoma simplex of stomach, NOS",ICDO3,Stomach
36521258,Carcinoma with osteoclast-like giant cells of body of stomach,ICDO3,Stomach
36555201,"Carcinoma with osteoclast-like giant cells of cardia, NOS",ICDO3,Stomach
36540685,Carcinoma with osteoclast-like giant cells of fundus of stomach,ICDO3,Stomach
36561707,Carcinoma with osteoclast-like giant cells of gastric antrum,ICDO3,Stomach
36561776,"Carcinoma with osteoclast-like giant cells of greater curvature of stomach, NOS",ICDO3,Stomach
36548561,"Carcinoma with osteoclast-like giant cells of lesser curvature of stomach, NOS",ICDO3,Stomach
36539701,Carcinoma with osteoclast-like giant cells of overlapping lesion of stomach,ICDO3,Stomach
36521839,Carcinoma with osteoclast-like giant cells of pylorus,ICDO3,Stomach
36552534,"Carcinoma with osteoclast-like giant cells of stomach, NOS",ICDO3,Stomach
36560957,"Carcinoma, anaplastic, NOS, of body of stomach",ICDO3,Stomach
36550214,"Carcinoma, anaplastic, NOS, of cardia, NOS",ICDO3,Stomach
36565270,"Carcinoma, anaplastic, NOS, of fundus of stomach",ICDO3,Stomach
36528405,"Carcinoma, anaplastic, NOS, of gastric antrum",ICDO3,Stomach
36519692,"Carcinoma, anaplastic, NOS, of greater curvature of stomach, NOS",ICDO3,Stomach
36558402,"Carcinoma, anaplastic, NOS, of lesser curvature of stomach, NOS",ICDO3,Stomach
36518934,"Carcinoma, anaplastic, NOS, of overlapping lesion of stomach",ICDO3,Stomach
36538659,"Carcinoma, anaplastic, NOS, of pylorus",ICDO3,Stomach
36541560,"Carcinoma, anaplastic, NOS, of stomach, NOS",ICDO3,Stomach
44501520,"Carcinoma, diffuse type of body of stomach",ICDO3,Stomach
44503210,"Carcinoma, diffuse type of gastric antrum",ICDO3,Stomach
44500721,"Carcinoma, diffuse type of greater curvature of stomach, NOS",ICDO3,Stomach
44501134,"Carcinoma, diffuse type of lesser curvature of stomach, NOS",ICDO3,Stomach
36520858,"Carcinoma, diffuse type of overlapping lesion of stomach",ICDO3,Stomach
44503015,"Carcinoma, diffuse type of pylorus",ICDO3,Stomach
44504211,"Carcinoma, diffuse type of stomach, NOS",ICDO3,Stomach
44504180,"Carcinoma, NOS, of body of stomach",ICDO3,Stomach
44504168,"Carcinoma, NOS, of cardia, NOS",ICDO3,Stomach
44504174,"Carcinoma, NOS, of fundus of stomach",ICDO3,Stomach
44504186,"Carcinoma, NOS, of gastric antrum",ICDO3,Stomach
44504204,"Carcinoma, NOS, of greater curvature of stomach, NOS",ICDO3,Stomach
44504198,"Carcinoma, NOS, of lesser curvature of stomach, NOS",ICDO3,Stomach
36565672,"Carcinoma, NOS, of overlapping lesion of stomach",ICDO3,Stomach
44504192,"Carcinoma, NOS, of pylorus",ICDO3,Stomach
44504210,"Carcinoma, NOS, of stomach, NOS",ICDO3,Stomach
36536432,"Carcinoma, undifferentiated, NOS, of body of stomach",ICDO3,Stomach
36558491,"Carcinoma, undifferentiated, NOS, of gastric antrum",ICDO3,Stomach
36518486,"Carcinoma, undifferentiated, NOS, of greater curvature of stomach, NOS",ICDO3,Stomach
36538347,"Carcinoma, undifferentiated, NOS, of lesser curvature of stomach, NOS",ICDO3,Stomach
36520573,"Carcinoma, undifferentiated, NOS, of overlapping lesion of stomach",ICDO3,Stomach
36565588,"Carcinoma, undifferentiated, NOS, of pylorus",ICDO3,Stomach
36552959,"Carcinoma, undifferentiated, NOS, of stomach, NOS",ICDO3,Stomach
36548101,"Clear cell adenocarcinoma, NOS, of fundus of stomach",ICDO3,Stomach
36521454,"Clear cell adenocarcinoma, NOS, of greater curvature of stomach, NOS",ICDO3,Stomach
